,SPY
2020-02-28,-0.004671483784237873
2020-03-02,0.0436250675310641
2020-03-03,-0.02827746861653946
2020-03-04,0.0418525670906309
2020-03-05,-0.03342814227733226
2020-03-06,-0.016630848074061788
2020-03-09,-0.07739896442740912
2020-03-10,0.05116618075801749
2020-03-11,-0.04881431146858961
2020-03-12,-0.09571366088351074
2020-03-13,0.09201934703748504
2020-03-16,-0.1163400140257631
2020-03-17,0.061735098784512
2020-03-18,-0.05185097761516977
2020-03-19,0.0006223808140741749
2020-03-20,-0.05067175319290096
2020-03-23,-0.028085961387263048
2020-03-24,0.09473731517684603
2020-03-25,0.013054723100291543
2020-03-26,0.05924545122989011
2020-03-27,-0.03060560847775351
2020-03-30,0.03271636607600947
2020-03-31,-0.01520941608070936
2020-04-01,-0.044935972060535456
2020-04-02,0.023362587355761466
2020-04-03,-0.014531305832373831
2020-04-06,0.06748317956569028
2020-04-07,0.0005283816425123433
2020-04-08,0.033836288193134445
2020-04-09,0.015215091035136963
2020-04-13,-0.009596032202415228
2020-04-14,0.030119388903001143
2020-04-15,-0.02155916440624228
2020-04-16,0.0052565256525651805
2020-04-17,0.02693313276745113
2020-04-20,-0.01785652007114713
2020-04-21,-0.030503178154185018
2020-04-22,0.022525822284081842
2020-04-23,-0.0003940251459684241
2020-04-24,0.014262165842471308
2020-04-27,0.014379592990390044
2020-04-28,-0.00466720072446114
2020-04-29,0.02596493683731671
2020-04-30,-0.009550121081892349
2020-05-01,-0.026378318812631196
2020-05-04,0.0032893573373891094
2020-05-05,0.009024888951561838
2020-05-06,-0.006743064775347696
2020-05-07,0.011994794048330926
2020-05-08,0.016579770594369325
2020-05-11,0.0003077238691147066
2020-05-12,-0.020303527481542294
2020-05-13,-0.017270253297048344
2020-05-14,0.011999857989846152
2020-05-15,0.004244869321171629
2020-05-18,0.030514217843918168
2020-05-19,-0.01008491669350331
2020-05-20,0.016916649544551632
2020-05-21,-0.0073073814655171265
2020-05-22,0.002137114556124642
2020-05-26,0.01262609166610229
2020-05-27,0.014474343974594905
2020-05-28,-0.0017134572294715822
2020-05-29,0.003960918933192614
2020-06-01,0.004668595476065018
2020-06-02,0.008344786962497519
2020-06-03,0.013246681595430632
2020-06-04,-0.002888104449641049
2020-06-05,0.025569368153930183
2020-06-08,0.01246593792088202
2020-06-09,-0.007548337200309341
2020-06-10,-0.00561079766840189
2020-06-11,-0.057647095702329065
2020-06-12,0.012174838666755283
2020-06-15,0.009037728408045176
2020-06-16,0.019216363221835175
2020-06-17,-0.004377975905154541
2020-06-18,0.0005777378354090423
2020-06-19,-0.010200808365946057
2020-06-22,0.0068706248379570845
2020-06-23,0.004345307068366111
2020-06-24,-0.02535012659039182
2020-06-25,0.010489280547152369
2020-06-26,-0.02375451498486869
2020-06-29,0.01473284223859217
2020-06-30,0.01359918536280924
2020-07-01,0.006481511488479086
2020-07-02,0.005184016485816345
2020-07-06,0.015407777564225844
2020-07-07,-0.010315782832265974
2020-07-08,0.007650133877342702
2020-07-09,-0.005377704669112915
2020-07-10,0.010145665034030804
2020-07-13,-0.008815843329869955
2020-07-14,0.012960198214796215
2020-07-15,0.009329235786635026
2020-07-16,-0.0034331163686639465
2020-07-17,0.0028370120962715184
2020-07-20,0.008362607641371644
2020-07-21,0.0018497965223824853
2020-07-22,0.0057237813884787325
2020-07-23,-0.01188727740040385
2020-07-24,-0.006425441652344821
2020-07-27,0.007230567848905967
2020-07-28,-0.006126616746085833
2020-07-29,0.01211083437110827
2020-07-30,-0.003414439078408882
2020-07-31,0.007932588431384557
2020-08-03,0.006767723166436923
2020-08-04,0.0038630003650077516
2020-08-05,0.006150955973699412
2020-08-06,0.006775883876407818
2020-08-07,0.0007178965630703082
2020-08-10,0.0029890898221491824
2020-08-11,-0.008135896289673705
2020-08-12,0.01382128477855904
2020-08-13,-0.0016596526584079507
2020-08-14,0.0
2020-08-17,0.0030279641394050927
2020-08-18,0.002190126672191317
2020-08-19,-0.004134427972358301
2020-08-20,0.003054385860862263
2020-08-21,0.0035181079083517197
2020-08-24,0.010311100636342108
2020-08-25,0.0033822242957952664
2020-08-26,0.010055510042287219
2020-08-27,0.002100356772931411
2020-08-28,0.0064601337965488614
2020-08-31,-0.003423289781480099
2020-09-01,0.00921738134768435
2020-09-02,0.014522350805536766
2020-09-03,-0.03430440617311559
2020-09-04,-0.00813525954662575
2020-09-08,-0.027262113251605435
2020-09-09,0.01950429094400774
2020-09-10,-0.017188603720273088
2020-09-11,0.00047915668423570423
2020-09-14,0.012990900383141879
2020-09-15,0.005111991017079154
2020-09-16,-0.00393943848302214
2020-09-17,-0.008706944895369051
2020-09-18,-0.015393318644673415
2020-09-21,-0.011158486800326606
2020-09-22,0.010183486238532158
2020-09-23,-0.023219205037386725
2020-09-24,0.0026653443252957487
2020-09-25,0.015980464886251378
2020-09-28,0.01676351577474211
2020-09-29,-0.005415918611609838
2020-09-30,0.007521285237221287
2020-10-01,0.006390157962316012
2020-10-02,-0.009376019938877711
2020-10-05,0.017551741695869705
2020-10-06,-0.014099431901804405
2020-10-07,0.017286678211023032
2020-10-08,0.008804625363190821
2020-10-09,0.009047799144677349
2020-10-12,0.016116941529235485
2020-10-13,-0.006469369803932756
2020-10-14,-0.006225903184349457
2020-10-15,-0.0013219530419290582
2020-10-16,-0.0007481799084918528
2020-10-19,-0.015061195104391745
2020-10-20,0.0038594234255306947
2020-10-21,-0.0018931671229683866
2020-10-22,0.0056610931162275335
2020-10-23,0.003278878797551066
2020-10-26,-0.01835087922258205
2020-10-27,-0.003432376294506767
2020-10-28,-0.03423503325942345
2020-10-29,0.010163161600391879
2020-10-30,-0.010485166217158226
2020-11-02,0.01127002113128972
2020-11-03,0.01744344508040352
2020-11-04,0.022397833139863543
2020-11-05,0.019549047293264676
2020-11-06,-5.710859198759799e-05
2020-11-09,0.01242182815043269
2020-11-10,-0.0013256614204322226
2020-11-11,0.007201965712994696
2020-11-12,-0.009365711401491894
2020-11-13,0.011463994565217517
2020-11-16,0.014272521198891885
2020-11-17,-0.00493888475015869
2020-11-18,-0.012061889973380535
2020-11-19,0.004125852535855623
2020-11-20,-0.006764311270125223
2020-11-23,0.005994259019530768
2020-11-24,0.01600134277002252
2020-11-25,-0.0014868250777830827
2020-11-27,0.0027574796635874144
2020-11-30,-0.004537329850130556
2020-12-01,0.01096685082872928
2020-12-02,0.0021583736371832973
2020-12-03,-0.0002456648068668299
2020-12-04,0.00861865362241443
2020-12-07,-0.0019198009896438384
2020-12-08,0.002817241005635074
2020-12-09,-0.008833749955087011
2020-12-10,-0.0004633541388425755
2020-12-11,-0.001199825479930361
2020-12-14,-0.0045593535000545415
2020-12-15,0.013603576424124242
2020-12-16,0.0015423329815731357
2020-12-17,0.005592478521640354
2020-12-18,-0.008274898578759293
2020-12-21,-0.0032508872213040663
2020-12-22,-0.001929714891419465
2020-12-23,0.000844180600185096
2020-12-24,0.003972192746170444
2020-12-28,0.0085370900395918
2020-12-29,-0.0017735260923307239
2020-12-30,0.0012113707332830348
2020-12-31,0.005162261715914385
2021-01-04,-0.013374348000534941
2021-01-05,0.006696489087705038
2021-01-06,0.005951739739308293
2021-01-07,0.014804701094959016
2021-01-08,0.005751068432438222
2021-01-11,-0.006557549050466904
2021-01-12,0.00018482336167280344
2021-01-13,0.002507853541353189
2021-01-14,-0.0034495470823677765
2021-01-15,-0.007319328841326467
2021-01-19,0.00785242759795568
2021-01-20,0.01381295724057785
2021-01-21,0.0008857395925596645
2021-01-22,-0.003487766788131119
2021-01-25,0.004022358042104157
2021-01-26,-0.001482830385015621
2021-01-27,-0.024463955396920478
2021-01-28,0.008439269308834652
2021-01-29,-0.019623940677966134
2021-02-01,0.01618088008860319
2021-02-02,0.01424849805943973
2021-02-03,0.0008387062955390601
2021-02-04,0.011286859058293519
2021-02-05,0.003910194991842975
2021-02-08,0.007351423854725425
2021-02-09,-0.0007169743681663121
2021-02-10,-0.0003843689942344408
2021-02-11,0.0016149705203793996
2021-02-12,0.005016251631561275
2021-02-16,-0.0008912882935649957
2021-02-17,0.00022939287352818916
2021-02-18,-0.004281018270774428
2021-02-19,-0.0018682021753039235
2021-02-22,-0.007461155838162092
2021-02-23,0.001007465578259481
2021-02-24,0.010993548387096652
2021-02-25,-0.023917704717173804
2021-02-26,-0.005413321478072053
2021-03-01,0.024190155658392998
2021-03-02,-0.0076247689463955215
2021-03-03,-0.013193636010865428
2021-03-04,-0.012373836675842131
2021-03-05,0.01822259973986684
2021-03-08,-0.004835829455545615
2021-03-09,0.014067166134017928
2021-03-10,0.006225362300121384
2021-03-11,0.010217963190070734
2021-03-12,0.0014993646759846602
2021-03-15,0.0060392296176001725
2021-03-16,-0.0013367972356043145
2021-03-17,0.003232813052482797
2021-03-18,-0.014626655254015408
2021-03-19,-0.00487979356684809
2021-03-22,0.007804878048780495
2021-03-23,-0.007515157690936025
2021-03-24,-0.005287610051592728
2021-03-25,0.0054189353082343406
2021-03-26,0.01632317840002062
2021-03-29,-0.0005555695850906206
2021-03-30,-0.0034616064886171527
2021-03-31,0.004766734279918916
2021-04-01,0.01072474008276969
2021-04-05,0.014405912166379542
2021-04-06,-0.0005906965296579303
2021-04-07,0.0012586809831058865
2021-04-08,0.004719715690564286
2021-04-09,0.00720947881221079
2021-04-12,0.00044964575206285495
2021-04-13,0.0029153102375978346
2021-04-14,-0.003245966765176078
2021-04-15,0.010547292699523592
2021-04-16,0.003583281227454105
2021-04-19,-0.004960341233136045
2021-04-20,-0.007272902417878813
2021-04-21,0.009363931881034349
2021-04-22,-0.009084791386271829
2021-04-23,0.010720349260247453
2021-04-26,0.002207717412171073
2021-04-27,-0.00038310506656447085
2021-04-28,-0.0003113921624987581
2021-04-29,0.006325625973403692
2021-04-30,-0.006404914402723838
2021-05-03,0.0021087946321591833
2021-05-04,-0.006073939451910704
2021-05-05,0.00019247425656820916
2021-05-06,0.008082363129028991
2021-05-07,0.0071823995418536235
2021-05-10,-0.009737259826103295
2021-05-11,-0.008876022776209469
2021-05-12,-0.02131460158833609
2021-05-13,0.01188831886345687
2021-05-14,0.015282991273826374
2021-05-17,-0.0023767795837033034
2021-05-18,-0.008519035471916125
2021-05-19,-0.002669902912621369
2021-05-20,0.01056218057921643
2021-05-21,-0.0006983912917830626
2021-05-24,0.010049403542595536
2021-05-25,-0.0020757778201947463
2021-05-26,0.001888822474596541
2021-05-27,0.0015511645666284046
2021-05-28,0.0007862946460481801
2021-06-01,-0.0009285272129898603
2021-06-02,0.0017872888020398214
2021-06-03,-0.003615776202483434
2021-06-04,0.008857374779162486
2021-06-07,-0.0008046004212318714
2021-06-08,9.473509698487703e-05
2021-06-09,-0.001539299500319613
2021-06-10,0.004648735828471029
2021-06-11,0.0017470135511592488
2021-06-14,0.00228601055806954
2021-06-15,-0.0018575560205977837
2021-06-16,-0.005606595995288566
2021-06-17,-0.0003553491898038441
2021-06-18,-0.016494063559020833
2021-06-21,0.014071950073492268
2021-06-22,0.005251277177141356
2021-06-23,-0.0010873162199215303
2021-06-24,0.00589209654519629
2021-06-25,0.0034816156578607593
2021-06-28,0.002133295824835457
2021-06-29,0.0004678581454102826
2021-06-30,0.0009352787130565421
2021-07-01,0.005583068585311324
